locus_tag	ftype	length_bp	gene	EC_number	COG	product
ATCC700743_02278	CDS	870	pcm_1	2.1.1.77		Protein-L-isoaspartate O-methyltransferase
ATCC700743_02279	CDS	2709				hypothetical protein
ATCC700743_02280	CDS	936				hypothetical protein
ATCC700743_02281	CDS	291				hypothetical protein
ATCC700743_02282	CDS	1263				hypothetical protein
ATCC700743_02283	CDS	1026				hypothetical protein
ATCC700743_02284	CDS	975				hypothetical protein
ATCC700743_02285	CDS	495				hypothetical protein
ATCC700743_02286	CDS	243				hypothetical protein
ATCC700743_02287	CDS	1623	dprE1_1	1.1.98.3	COG0277	Decaprenylphosphoryl-beta-D-ribose oxidase
ATCC700743_02288	CDS	624				hypothetical protein
ATCC700743_02289	CDS	522				hypothetical protein
ATCC700743_02290	CDS	1131				hypothetical protein
ATCC700743_02291	CDS	435				hypothetical protein
ATCC700743_02292	CDS	939	dagK	2.7.1.107	COG1597	Diacylglycerol kinase
ATCC700743_02293	CDS	918	Hgd_1	1.1.1.291		2-(hydroxymethyl)glutarate dehydrogenase
ATCC700743_02294	CDS	1215	dgoD_3	4.2.1.6	COG4948	D-galactonate dehydratase
ATCC700743_02295	CDS	1617	alkJ_3	1.1.99.-		Alcohol dehydrogenase [acceptor]
ATCC700743_02296	CDS	942	purC_1	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
ATCC700743_02297	CDS	396		3.1.2.-	COG1607	Uncharacterized acyl-CoA thioester hydrolase HI_0827
ATCC700743_02298	CDS	165				hypothetical protein
ATCC700743_02299	CDS	369	ytcD_2		COG1733	Uncharacterized HTH-type transcriptional regulator YtcD
ATCC700743_02300	CDS	606				hypothetical protein
ATCC700743_02301	CDS	1155	yedY	1.8.-.-		Sulfoxide reductase catalytic subunit YedY
ATCC700743_02302	CDS	810				hypothetical protein
ATCC700743_02303	CDS	408				hypothetical protein
ATCC700743_02304	CDS	981	qorA_2	1.6.5.5	COG0604	Quinone oxidoreductase 1
ATCC700743_02305	CDS	549				hypothetical protein
ATCC700743_02306	CDS	1104	emrK_2		COG1566	Probable multidrug resistance protein EmrK
ATCC700743_02307	CDS	1557	emrB_3			Multidrug export protein EmrB
ATCC700743_02308	CDS	1242				hypothetical protein
ATCC700743_02309	CDS	405				hypothetical protein
ATCC700743_02310	CDS	366				hypothetical protein
ATCC700743_02311	CDS	330				hypothetical protein
ATCC700743_02312	CDS	915				hypothetical protein
ATCC700743_02313	CDS	1488	exsH	3.2.1.-		Endo-1,3-1,4-beta-glycanase ExsH
ATCC700743_02314	CDS	1746	prsD_1			Type I secretion system ATP-binding protein PrsD
ATCC700743_02315	CDS	1323	prsE_1			Type I secretion system membrane fusion protein PrsE
ATCC700743_02316	CDS	1311	ytfL		COG1253	UPF0053 inner membrane protein YtfL
ATCC700743_02317	CDS	708				hypothetical protein
ATCC700743_02318	CDS	720				hypothetical protein
ATCC700743_02319	CDS	807				hypothetical protein
ATCC700743_02320	CDS	546				hypothetical protein
ATCC700743_02321	CDS	558				hypothetical protein
ATCC700743_02322	CDS	426				hypothetical protein
ATCC700743_02323	CDS	537				hypothetical protein
ATCC700743_02324	CDS	474	greA_1		COG0782	Transcription elongation factor GreA
ATCC700743_02325	CDS	975	rfaC	2.-.-.-	COG0859	Lipopolysaccharide heptosyltransferase 1
ATCC700743_02326	CDS	1008	rfaF	2.-.-.-	COG0859	ADP-heptose--LPS heptosyltransferase 2
ATCC700743_02327	CDS	951	hldD	5.1.3.20	COG0451	ADP-L-glycero-D-manno-heptose-6-epimerase
ATCC700743_02328	CDS	633				hypothetical protein
ATCC700743_02329	CDS	1491	hldE		COG2870	Bifunctional protein HldE
ATCC700743_02330	CDS	573	gmhA	5.3.1.28	COG0279	Phosphoheptose isomerase
ATCC700743_02331	CDS	654	gmhB	3.1.3.82	COG0241	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase
ATCC700743_02332	CDS	795				hypothetical protein
ATCC700743_02333	CDS	480	lrp_4		COG1522	Leucine-responsive regulatory protein
ATCC700743_02334	CDS	975	trxB_2	1.8.1.9	COG0492	Thioredoxin reductase
ATCC700743_02335	CDS	897	pgrR_4			HTH-type transcriptional regulator PgrR
ATCC700743_02336	CDS	540				hypothetical protein
ATCC700743_02337	CDS	2052	fusA_1		COG0480	Elongation factor G
ATCC700743_02338	CDS	1530			COG2199	Uncharacterized signaling protein CC_0091
ATCC700743_02339	CDS	396				hypothetical protein
ATCC700743_02340	CDS	660				hypothetical protein
ATCC700743_02341	CDS	1518	stp_2			Multidrug resistance protein Stp
ATCC700743_02342	CDS	1203		2.6.1.1		Aspartate aminotransferase
ATCC700743_02343	CDS	894				hypothetical protein
ATCC700743_02344	CDS	849				hypothetical protein
ATCC700743_02345	CDS	609	yfcG_2	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
ATCC700743_02346	CDS	213	cspA_4		COG1278	Cold shock protein CspA
ATCC700743_02347	CDS	423				hypothetical protein
ATCC700743_02348	CDS	570	ogt	2.1.1.63		Methylated-DNA--protein-cysteine methyltransferase
ATCC700743_02349	CDS	939				hypothetical protein
ATCC700743_02350	CDS	489				hypothetical protein
ATCC700743_02351	CDS	339				hypothetical protein
ATCC700743_02352	CDS	744				hypothetical protein
ATCC700743_02353	CDS	1002				hypothetical protein
ATCC700743_02354	CDS	546				hypothetical protein
ATCC700743_02355	CDS	393	yabJ_2	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
ATCC700743_02356	CDS	393	yabJ_3	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
ATCC700743_02357	CDS	789				hypothetical protein
ATCC700743_02358	CDS	1617				hypothetical protein
ATCC700743_02359	CDS	3504	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
ATCC700743_02360	CDS	921				hypothetical protein
ATCC700743_02361	CDS	759				hypothetical protein
ATCC700743_02362	CDS	471	tadA_1	3.5.4.33		tRNA-specific adenosine deaminase
ATCC700743_02363	CDS	357				hypothetical protein
ATCC700743_02364	CDS	1179	pbuE		COG2814	Purine efflux pump PbuE
ATCC700743_02365	CDS	456				hypothetical protein
ATCC700743_02366	CDS	795				hypothetical protein
ATCC700743_02367	CDS	168				hypothetical protein
ATCC700743_02368	CDS	600				hypothetical protein
ATCC700743_02369	CDS	909	hdfR_3			HTH-type transcriptional regulator HdfR
ATCC700743_02370	CDS	651	yyaP_2		COG0262	Uncharacterized protein YyaP
ATCC700743_02371	CDS	843	pcm_2	2.1.1.77		Protein-L-isoaspartate O-methyltransferase
ATCC700743_02372	CDS	1365	mntH_1			Divalent metal cation transporter MntH
ATCC700743_02373	CDS	453	mntR		COG1321	Transcriptional regulator MntR
ATCC700743_02374	CDS	189				hypothetical protein
ATCC700743_02375	CDS	2070				hypothetical protein
ATCC700743_02376	CDS	921				hypothetical protein
ATCC700743_02377	CDS	1266	tetA			Tetracycline resistance protein, class C
ATCC700743_02378	CDS	921	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
ATCC700743_02379	CDS	1206	carA_2	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
ATCC700743_02380	CDS	450	yqeY		COG1610	Uncharacterized protein YqeY
ATCC700743_02381	CDS	678	rhaS_5			HTH-type transcriptional activator RhaS
ATCC700743_02382	CDS	693	fabL	1.3.1.104		Enoyl-[acyl-carrier-protein] reductase [NADPH] FabL
ATCC700743_02383	CDS	327				hypothetical protein
ATCC700743_02384	CDS	564				hypothetical protein
ATCC700743_02385	CDS	708				hypothetical protein
ATCC700743_02386	CDS	924	yhaJ			HTH-type transcriptional regulator YhaJ
ATCC700743_02387	CDS	792	catD_1	3.1.1.24	COG0596	3-oxoadipate enol-lactonase 2
ATCC700743_02388	CDS	999				hypothetical protein
ATCC700743_02389	CDS	711				hypothetical protein
ATCC700743_02390	CDS	558				hypothetical protein
ATCC700743_02391	CDS	1032		3.4.11.25		Beta-peptidyl aminopeptidase BapA
ATCC700743_02392	CDS	420	zntR		COG0789	HTH-type transcriptional regulator ZntR
ATCC700743_02393	CDS	2265	zntA	3.6.3.-	COG2217	Zinc/cadmium/lead-transporting P-type ATPase
ATCC700743_02394	CDS	1185	ydhP_3		COG2814	Inner membrane transport protein YdhP
ATCC700743_02395	CDS	210				hypothetical protein
ATCC700743_02396	CDS	1665				hypothetical protein
ATCC700743_02397	CDS	369				hypothetical protein
ATCC700743_02398	CDS	1935	dnaG	2.7.7.-		DNA primase
ATCC700743_02399	CDS	2025	rpoD		COG0568	RNA polymerase sigma factor RpoD
ATCC700743_02400	CDS	294			COG4274	Glutamine synthetase and cystathionine beta-lyase binding protein
ATCC700743_02401	CDS	297				hypothetical protein
ATCC700743_02402	CDS	1062				hypothetical protein
ATCC700743_02403	CDS	393				hypothetical protein
ATCC700743_02404	CDS	615				hypothetical protein
ATCC700743_02405	CDS	675				hypothetical protein
ATCC700743_02406	CDS	261				hypothetical protein
ATCC700743_02407	CDS	678				hypothetical protein
ATCC700743_02408	CDS	639				hypothetical protein
ATCC700743_02409	CDS	789	elmMIII	2.1.1.307		8-demethyl-8-(2,3-dimethoxy-alpha-L-rhamnosyl)-tetracenomycin-C 4'-O-methyltransferase
ATCC700743_02410	CDS	654		2.1.1.-	COG3510	Rhamnosyl O-methyltransferase
ATCC700743_02411	CDS	291				hypothetical protein
ATCC700743_02412	CDS	2439	abo_3	1.5.3.19		4-methylaminobutanoate oxidase (formaldehyde-forming)
ATCC700743_02413	CDS	2295	iorB_2	1.3.99.16		Isoquinoline 1-oxidoreductase subunit beta
ATCC700743_02414	CDS	1365	fdhC			Fructose dehydrogenase cytochrome subunit
ATCC700743_02415	CDS	459	iorA	1.3.99.16		Isoquinoline 1-oxidoreductase subunit alpha
ATCC700743_02416	CDS	750				hypothetical protein
ATCC700743_02417	CDS	603				hypothetical protein
ATCC700743_02418	CDS	996				hypothetical protein
ATCC700743_02419	CDS	234				hypothetical protein
ATCC700743_02420	CDS	795	frcA_4	3.6.3.17	COG1129	Fructose import ATP-binding protein FrcA
ATCC700743_02421	CDS	1098	xylH_2		COG4214	Xylose transport system permease protein XylH
ATCC700743_02422	CDS	957				hypothetical protein
ATCC700743_02423	CDS	900	iolE_3	4.2.1.44	COG1082	Inosose dehydratase
ATCC700743_02424	CDS	1119	iolG_5	1.1.1.18		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
ATCC700743_02425	CDS	1470	gabR_1		COG1167	HTH-type transcriptional regulatory protein GabR
ATCC700743_02426	CDS	1608				hypothetical protein
ATCC700743_02427	CDS	669	ahpC	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
ATCC700743_02428	CDS	1134				hypothetical protein
ATCC700743_02429	CDS	1158	yhjX			Uncharacterized MFS-type transporter YhjX
ATCC700743_02430	CDS	255				hypothetical protein
ATCC700743_02431	CDS	459	lrp_5		COG1522	Leucine-responsive regulatory protein
ATCC700743_02432	CDS	807				hypothetical protein
ATCC700743_02433	CDS	300				hypothetical protein
ATCC700743_02434	CDS	633	azoR_1	1.7.-.-	COG1182	FMN-dependent NADH-azoreductase
ATCC700743_02435	CDS	960	yahB			Uncharacterized HTH-type transcriptional regulator YahB
ATCC700743_02436	CDS	606				hypothetical protein
ATCC700743_02437	CDS	426				hypothetical protein
ATCC700743_02438	CDS	951	htrA_1			Putative serine protease HtrA
ATCC700743_02439	CDS	873	htrA_2			Putative serine protease HtrA
ATCC700743_02440	CDS	636				hypothetical protein
ATCC700743_02441	CDS	867				hypothetical protein
ATCC700743_02442	CDS	519				hypothetical protein
ATCC700743_02443	CDS	2268				hypothetical protein
ATCC700743_02444	CDS	447				hypothetical protein
ATCC700743_02445	CDS	387				hypothetical protein
ATCC700743_02446	CDS	711			COG2968	26 kDa periplasmic immunogenic protein
ATCC700743_02447	tRNA	76				tRNA-Met(cat)
ATCC700743_02448	CDS	1185				hypothetical protein
ATCC700743_02449	CDS	222				hypothetical protein
ATCC700743_02450	CDS	246				hypothetical protein
ATCC700743_02451	CDS	987				hypothetical protein
ATCC700743_02452	CDS	1047				hypothetical protein
ATCC700743_02453	CDS	1203	intA_1		COG0582	Prophage integrase IntA
ATCC700743_02454	tRNA	76				tRNA-Phe(gaa)
ATCC700743_02455	CDS	873	melR			Melibiose operon regulatory protein
ATCC700743_02456	CDS	1272	lacE			Lactose-binding protein
ATCC700743_02457	CDS	861	lacF_6			Lactose transport system permease protein LacF
ATCC700743_02458	CDS	837	araQ_5		COG0395	L-arabinose transport system permease protein AraQ
ATCC700743_02459	CDS	1080	malK_6	3.6.3.19	COG3839	Maltose/maltodextrin import ATP-binding protein MalK
ATCC700743_02460	CDS	2028	iolG_6	1.1.1.18		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
ATCC700743_02461	CDS	876	rhaR_2			HTH-type transcriptional activator RhaR
ATCC700743_02462	CDS	1467	melA_1	3.2.1.22	COG1486	Alpha-galactosidase
ATCC700743_02463	CDS	2082				hypothetical protein
ATCC700743_02464	CDS	1008	dppB_4		COG0601	Dipeptide transport system permease protein DppB
ATCC700743_02465	CDS	1140				hypothetical protein
ATCC700743_02466	CDS	1668	yejF_2		COG4172	Uncharacterized ABC transporter ATP-binding protein YejF
ATCC700743_02467	CDS	1371	melA_2	3.2.1.22	COG1486	Alpha-galactosidase
ATCC700743_02468	CDS	198	yacG			DNA gyrase inhibitor YacG
ATCC700743_02469	CDS	627	yhdE		COG0424	Maf-like protein YhdE
ATCC700743_02470	CDS	219	infA			Translation initiation factor IF-1
ATCC700743_02471	CDS	390				hypothetical protein
ATCC700743_02472	CDS	486				hypothetical protein
ATCC700743_02473	CDS	1293	hisD_1	1.1.1.23		Histidinol dehydrogenase
ATCC700743_02474	CDS	432				hypothetical protein
ATCC700743_02475	CDS	1293	murA_1	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
ATCC700743_02476	CDS	177				hypothetical protein
ATCC700743_02477	tRNA	75				tRNA-Thr(ggt)
ATCC700743_02478	CDS	1488				hypothetical protein
ATCC700743_02479	CDS	612				hypothetical protein
ATCC700743_02480	CDS	414				hypothetical protein
ATCC700743_02481	CDS	324				hypothetical protein
ATCC700743_02482	CDS	771				hypothetical protein
ATCC700743_02483	CDS	1071				hypothetical protein
ATCC700743_02484	CDS	1641	livQ_2	1.1.3.-		6'''-hydroxyparomomycin C oxidase
ATCC700743_02485	CDS	660				hypothetical protein
ATCC700743_02486	CDS	963	rbsC_8		COG1172	Ribose import permease protein RbsC
ATCC700743_02487	CDS	1566	mglA_6	3.6.3.17	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
ATCC700743_02488	CDS	1125				hypothetical protein
ATCC700743_02489	CDS	834	iolE_4	4.2.1.44	COG1082	Inosose dehydratase
ATCC700743_02490	CDS	1377	mlc_2		COG1940	Protein mlc
ATCC700743_02491	CDS	1059				hypothetical protein
ATCC700743_02492	CDS	300				hypothetical protein
ATCC700743_02493	CDS	1077	tam_3	2.1.1.144		Trans-aconitate 2-methyltransferase
ATCC700743_02494	CDS	909	gltC_1			HTH-type transcriptional regulator GltC
ATCC700743_02495	CDS	708	kefG_1	1.6.5.2		Glutathione-regulated potassium-efflux system ancillary protein KefG
ATCC700743_02496	CDS	477				hypothetical protein
ATCC700743_02497	CDS	786				hypothetical protein
ATCC700743_02498	CDS	1029				UPF0276 protein CCNA_03364
ATCC700743_02499	CDS	270				hypothetical protein
ATCC700743_02500	CDS	852				hypothetical protein
ATCC700743_02501	CDS	276				hypothetical protein
ATCC700743_02502	CDS	276				hypothetical protein
ATCC700743_02503	CDS	915	oxyR_3			Hydrogen peroxide-inducible genes activator
ATCC700743_02504	CDS	501				hypothetical protein
ATCC700743_02505	CDS	1203	ynfM			Inner membrane transport protein YnfM
ATCC700743_02506	CDS	465				hypothetical protein
ATCC700743_02507	CDS	912	oxyR_4			Hydrogen peroxide-inducible genes activator
ATCC700743_02508	CDS	783	bdhA_3	1.1.1.30		D-beta-hydroxybutyrate dehydrogenase
ATCC700743_02509	CDS	1158				hypothetical protein
ATCC700743_02510	CDS	1395	ndh	1.6.99.3	COG1252	NADH dehydrogenase
ATCC700743_02511	CDS	1347	lpd	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
ATCC700743_02512	CDS	705				hypothetical protein
ATCC700743_02513	CDS	906	cysB			HTH-type transcriptional regulator CysB
ATCC700743_02514	CDS	753	dgcC	2.7.7.65		Probable diguanylate cyclase DgcC
ATCC700743_02515	CDS	699				hypothetical protein
ATCC700743_02516	CDS	1200				hypothetical protein
ATCC700743_02517	CDS	369				hypothetical protein
ATCC700743_02518	CDS	9414				hypothetical protein
ATCC700743_02519	CDS	945				hypothetical protein
ATCC700743_02520	CDS	642				hypothetical protein
ATCC700743_02521	CDS	1290	prsE_2			Type I secretion system membrane fusion protein PrsE
ATCC700743_02522	CDS	2133	btuD_5	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
ATCC700743_02523	CDS	1401				hypothetical protein
ATCC700743_02524	CDS	537				hypothetical protein
ATCC700743_02525	CDS	576				hypothetical protein
ATCC700743_02526	CDS	591				hypothetical protein
ATCC700743_02527	CDS	1164				hypothetical protein
ATCC700743_02528	CDS	636				hypothetical protein
ATCC700743_02529	CDS	543				hypothetical protein
ATCC700743_02530	CDS	1503				hypothetical protein
ATCC700743_02531	CDS	306				hypothetical protein
ATCC700743_02532	CDS	1446				hypothetical protein
ATCC700743_02533	CDS	1065				hypothetical protein
ATCC700743_02534	CDS	174				hypothetical protein
ATCC700743_02535	CDS	174				hypothetical protein
ATCC700743_02536	CDS	1386				hypothetical protein
ATCC700743_02537	CDS	972				hypothetical protein
ATCC700743_02538	CDS	951				hypothetical protein
ATCC700743_02539	CDS	540				hypothetical protein
ATCC700743_02540	CDS	525				hypothetical protein
ATCC700743_02541	CDS	798				hypothetical protein
ATCC700743_02542	CDS	720				hypothetical protein
ATCC700743_02543	CDS	753				hypothetical protein
ATCC700743_02544	CDS	363				hypothetical protein
ATCC700743_02545	CDS	1143				hypothetical protein
ATCC700743_02546	CDS	1629				hypothetical protein
ATCC700743_02547	CDS	1395	mmcO	1.16.3.1	COG2132	Multicopper oxidase MmcO
ATCC700743_02548	CDS	1317				hypothetical protein
ATCC700743_02549	CDS	816	proC_1	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
ATCC700743_02550	CDS	1347				hypothetical protein
ATCC700743_02551	CDS	999				hypothetical protein
ATCC700743_02552	CDS	1173				hypothetical protein
ATCC700743_02553	CDS	795	wecG	2.4.1.180		UDP-N-acetyl-D-mannosaminuronic acid transferase
ATCC700743_02554	CDS	930				hypothetical protein
ATCC700743_02555	CDS	1296				hypothetical protein
ATCC700743_02556	CDS	2550				hypothetical protein
ATCC700743_02557	CDS	900	folD_1		COG0190	Bifunctional protein FolD
ATCC700743_02558	CDS	1020	cdhR_6		COG4977	HTH-type transcriptional regulator CdhR
ATCC700743_02559	CDS	1662				hypothetical protein
ATCC700743_02560	CDS	1824	edd	4.2.1.12	COG0129	Phosphogluconate dehydratase
ATCC700743_02561	CDS	717				hypothetical protein
ATCC700743_02562	CDS	1470	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
ATCC700743_02563	CDS	762	tsaC1	1.2.1.62		4-formylbenzenesulfonate dehydrogenase TsaC1/TsaC2
ATCC700743_02564	CDS	876				hypothetical protein
ATCC700743_02565	CDS	1287	puuB_4	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
ATCC700743_02566	CDS	195				hypothetical protein
ATCC700743_02567	CDS	1437	puuA_3	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
ATCC700743_02568	CDS	717				hypothetical protein
ATCC700743_02569	CDS	444				hypothetical protein
ATCC700743_02570	CDS	243				hypothetical protein
ATCC700743_02571	CDS	1290	icl1	4.1.3.1		Isocitrate lyase 1
ATCC700743_02572	CDS	1449	ramB		COG1396	HTH-type transcriptional regulator RamB
ATCC700743_02573	CDS	885				hypothetical protein
ATCC700743_02574	CDS	1098	spuD_2			Putrescine-binding periplasmic protein SpuD
ATCC700743_02575	CDS	1143	potA_7	3.6.3.31	COG3842	Spermidine/putrescine import ATP-binding protein PotA
ATCC700743_02576	CDS	966	potH_2		COG1176	Putrescine transport system permease protein PotH
ATCC700743_02577	CDS	819				hypothetical protein
ATCC700743_02578	CDS	1854				hypothetical protein
ATCC700743_02579	CDS	1959	acsA_3	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
ATCC700743_02580	CDS	4005	rcsC_6	2.7.13.3		Sensor histidine kinase RcsC
ATCC700743_02581	CDS	459				hypothetical protein
ATCC700743_02582	tRNA	77				tRNA-His(gtg)
ATCC700743_02583	CDS	594				hypothetical protein
ATCC700743_02584	CDS	420				hypothetical protein
ATCC700743_02585	CDS	225				hypothetical protein
ATCC700743_02586	CDS	243				hypothetical protein
ATCC700743_02587	CDS	543				hypothetical protein
ATCC700743_02588	CDS	183				hypothetical protein
ATCC700743_02589	CDS	306				hypothetical protein
ATCC700743_02590	CDS	225				hypothetical protein
ATCC700743_02591	CDS	708				hypothetical protein
ATCC700743_02592	CDS	1407				hypothetical protein
ATCC700743_02593	CDS	690				hypothetical protein
ATCC700743_02594	CDS	1731				hypothetical protein
ATCC700743_02595	CDS	426				hypothetical protein
ATCC700743_02596	CDS	285				hypothetical protein
ATCC700743_02597	CDS	537				hypothetical protein
ATCC700743_02598	CDS	1065				hypothetical protein
ATCC700743_02599	CDS	612				hypothetical protein
ATCC700743_02600	CDS	330				hypothetical protein
